protein_id	id_type
AXI91545.1	GenBank
AXI91546.1	GenBank
AXI91547.1	GenBank
AXI91548.1	GenBank
AXI91549.1	GenBank
AXI91550.1	GenBank
AXI91551.1	GenBank
AXI91552.1	GenBank
AXI91553.1	GenBank
AXI91554.1	GenBank
AXI91555.1	GenBank
AXI91556.1	GenBank
AXI91557.1	GenBank
AXI91558.1	GenBank
AXI91559.1	GenBank
AXI91560.1	GenBank
AXI91561.1	GenBank
AXI91562.1	GenBank
AXI91563.1	GenBank
AXI91564.1	GenBank
AXI91565.1	GenBank
AXI91566.1	GenBank
AXI91567.1	GenBank
AXI91568.1	GenBank
AXM43045.1	GenBank
AXM43046.1	GenBank
AXM43047.1	GenBank
AXM43048.1	GenBank
AXM43049.1	GenBank
AXM43050.1	GenBank
AXM43051.1	GenBank
AXM43052.1	GenBank
AXM43053.1	GenBank
AXM43054.1	GenBank
AXM43055.1	GenBank
AXM43056.1	GenBank
AXM43057.1	GenBank
AXM43058.1	GenBank
AXM43059.1	GenBank
AXM43060.1	GenBank
AXM43061.1	GenBank
AXM43062.1	GenBank
AXM43063.1	GenBank
AXM43064.1	GenBank
AXM43065.1	GenBank
AXM43066.1	GenBank
AXM43067.1	GenBank
AXM43068.1	GenBank
AXM43069.1	GenBank
AXM43070.1	GenBank
AXM43071.1	GenBank
AXM43072.1	GenBank
AXM43073.1	GenBank
AWL83845.1	GenBank
AWL83827.1	GenBank
AWL83828.1	GenBank
AWL83829.1	GenBank
AWL83830.1	GenBank
AWL83831.1	GenBank
AWL83832.1	GenBank
AWL83833.1	GenBank
AWL83834.1	GenBank
AWL83835.1	GenBank
AWL83836.1	GenBank
AWL83837.1	GenBank
AWL83838.1	GenBank
AWL83839.1	GenBank
AWL83840.1	GenBank
AWL83841.1	GenBank
AWL83842.1	GenBank
AWL83843.1	GenBank
AWL83844.1	GenBank
AWF71595.1	GenBank
AWF71596.1	GenBank
AWF71597.1	GenBank
AXN93574.1	GenBank
AXN93575.1	GenBank
AXN93576.1	GenBank
AXN93577.1	GenBank
AXN93578.1	GenBank
AXN93579.1	GenBank
AXN93580.1	GenBank
AXN93581.1	GenBank
AXN93582.1	GenBank
AXN93583.1	GenBank
AXN93584.1	GenBank
AXN93585.1	GenBank
AXN93586.1	GenBank
AXN93587.1	GenBank
AXN93588.1	GenBank
AXN93589.1	GenBank
AXN93590.1	GenBank
AXN93591.1	GenBank
AXN93592.1	GenBank
AXN93593.1	GenBank
AXN93594.1	GenBank
AXN93595.1	GenBank
AXN93596.1	GenBank
AXN93597.1	GenBank
AXN93598.1	GenBank
AXN93599.1	GenBank
AXN93600.1	GenBank
AXN93601.1	GenBank
AXN93602.1	GenBank
AXN93603.1	GenBank
AXN93604.1	GenBank
AXN93605.1	GenBank
AXN93606.1	GenBank
AXN93607.1	GenBank
AXN93608.1	GenBank
AXN93609.1	GenBank
AXN93610.1	GenBank
AXN93611.1	GenBank
AXN93612.1	GenBank
AXN93613.1	GenBank
AXN93614.1	GenBank
AXN93615.1	GenBank
AXN93616.1	GenBank
AXN93617.1	GenBank
QBC19709.1	GenBank
QBC19710.1	GenBank
QBC19711.1	GenBank
QBC19712.1	GenBank
QBC19713.1	GenBank
QBC19708.1	GenBank
AYA22303.1	GenBank
AYA22304.1	GenBank
AYA22305.1	GenBank
AYA22306.1	GenBank
AYA22307.1	GenBank
AYA22308.1	GenBank
AYA22309.1	GenBank
AYA22310.1	GenBank
AYA22311.1	GenBank
AYA22312.1	GenBank
AYA22313.1	GenBank
AYA22314.1	GenBank
AYA22315.1	GenBank
AYA22316.1	GenBank
AYA22317.1	GenBank
AYA22318.1	GenBank
AYA22319.1	GenBank
AYA22320.1	GenBank
AYA22321.1	GenBank
AYA22322.1	GenBank
AYA22323.1	GenBank
AYA22324.1	GenBank
AYA22325.1	GenBank
AYA22326.1	GenBank
AYA22327.1	GenBank
AYA22328.1	GenBank
AYA22329.1	GenBank
AYA22330.1	GenBank
AYA22331.1	GenBank
AYA22332.1	GenBank
AYA22333.1	GenBank
AYA22334.1	GenBank
AYA22335.1	GenBank
AYA22336.1	GenBank
AYA22337.1	GenBank
AYA22338.1	GenBank
AYA22339.1	GenBank
AYA22340.1	GenBank
AYA22341.1	GenBank
AYA22342.1	GenBank
AYA22343.1	GenBank
AYA22344.1	GenBank
QCX41907.1	GenBank
QCX41906.1	GenBank
QCX41908.1	GenBank
QCX41909.1	GenBank
QCX41910.1	GenBank
QCX41911.1	GenBank
QCX41912.1	GenBank
QCX41913.1	GenBank
QCX41914.1	GenBank
QCX41915.1	GenBank
QCX41916.1	GenBank
QCX41917.1	GenBank
QCX41918.1	GenBank
QCX41919.1	GenBank
QCX41920.1	GenBank
QCX41921.1	GenBank
QCX41922.1	GenBank
QCX41923.1	GenBank
QCX41924.1	GenBank
QCX41925.1	GenBank
QCX41926.1	GenBank
QCX41927.1	GenBank
QCX41928.1	GenBank
QCX41929.1	GenBank
QCX41930.1	GenBank
QCX41931.1	GenBank
QCX41932.1	GenBank
QCX41933.1	GenBank
QCX41934.1	GenBank
QCX41935.1	GenBank
QCX41936.1	GenBank
QCX41937.1	GenBank
QCX41938.1	GenBank
QCX41939.1	GenBank
QCX41940.1	GenBank
QCX41941.1	GenBank
QCX41942.1	GenBank
QCX41943.1	GenBank
QCX41944.1	GenBank
QCX41945.1	GenBank
QCX41946.1	GenBank
QCX41947.1	GenBank
QCX41948.1	GenBank
QCX41949.1	GenBank
QCX41950.1	GenBank
QCX41951.1	GenBank
QCX41952.1	GenBank
QCX41953.1	GenBank
QCX41954.1	GenBank
QCX41955.1	GenBank
QCX41956.1	GenBank
QCX41957.1	GenBank
QCX41958.1	GenBank
QCX41959.1	GenBank
QCX41960.1	GenBank
QCX41961.1	GenBank
QCX41962.1	GenBank
QBK46610.1	GenBank
QBK46609.1	GenBank
QBK46611.1	GenBank
QBK46612.1	GenBank
QBK46613.1	GenBank
QBK46614.1	GenBank
QBK46615.1	GenBank
QBK46616.1	GenBank
QBK46617.1	GenBank
QBK46618.1	GenBank
QBK46619.1	GenBank
QBK46620.1	GenBank
QBK46621.1	GenBank
QBK46622.1	GenBank
QBK46623.1	GenBank
QBK46624.1	GenBank
QBK46625.1	GenBank
QBK46626.1	GenBank
QBK46627.1	GenBank
QBK46628.1	GenBank
QBK46629.1	GenBank
QBK46630.1	GenBank
QBK46631.1	GenBank
QBK46632.1	GenBank
QBK46633.1	GenBank
QBK46634.1	GenBank
QBK46635.1	GenBank
QBK46636.1	GenBank
QBK46637.1	GenBank
QBK46638.1	GenBank
QBK46639.1	GenBank
QBK46640.1	GenBank
QBK46641.1	GenBank
QBK46642.1	GenBank
QBK46643.1	GenBank
QBK46644.1	GenBank
QBK46645.1	GenBank
QBK46646.1	GenBank
QBK46647.1	GenBank
QBC65474.1	GenBank
QBC65475.1	GenBank
QBC65478.1	GenBank
QBC65479.1	GenBank
QBC65480.1	GenBank
QBC65476.1	GenBank
QBC65477.1	GenBank
AZF85916.1	GenBank
AZF85893.1	GenBank
AZF85894.1	GenBank
AZF85917.1	GenBank
AZF85895.1	GenBank
AZF85896.1	GenBank
AZF85918.1	GenBank
AZF85919.1	GenBank
AZF85897.1	GenBank
AZF85920.1	GenBank
AZF85921.1	GenBank
AZF85922.1	GenBank
AZF85898.1	GenBank
AZF85899.1	GenBank
AZF85900.1	GenBank
AZF85901.1	GenBank
AZF85902.1	GenBank
AZF85903.1	GenBank
AZF85904.1	GenBank
AZF85923.1	GenBank
AZF85924.1	GenBank
AZF85925.1	GenBank
AZF85926.1	GenBank
AZF85927.1	GenBank
AZF85928.1	GenBank
AZF85929.1	GenBank
AZF85948.1	GenBank
AZF85905.1	GenBank
AZF85906.1	GenBank
AZF85907.1	GenBank
AZF85908.1	GenBank
AZF85909.1	GenBank
AZF85910.1	GenBank
AZF85930.1	GenBank
AZF85931.1	GenBank
AZF85932.1	GenBank
AZF85933.1	GenBank
AZF85934.1	GenBank
AZF85935.1	GenBank
AZF85936.1	GenBank
AZF85937.1	GenBank
AZF85938.1	GenBank
AZF85939.1	GenBank
AZF85940.1	GenBank
AZF85911.1	GenBank
AZF85912.1	GenBank
AZF85941.1	GenBank
AZF85947.1	GenBank
AZF85946.1	GenBank
AZF85945.1	GenBank
AZF85944.1	GenBank
AZF85943.1	GenBank
AZF85942.1	GenBank
AZF85913.1	GenBank
AZF85914.1	GenBank
AZF85915.1	GenBank
AYM52838.1	GenBank
AYM52839.1	GenBank
AYM52840.1	GenBank
AYM52841.1	GenBank
AYM52842.1	GenBank
AYM52843.1	GenBank
AYM52844.1	GenBank
AYM52845.1	GenBank
AYM52846.1	GenBank
AYM52847.1	GenBank
AYM52848.1	GenBank
AYM52849.1	GenBank
AYM52850.1	GenBank
AYM52851.1	GenBank
AYM52852.1	GenBank
AYM52853.1	GenBank
AYM52854.1	GenBank
AYM52855.1	GenBank
AYM52856.1	GenBank
AYM52857.1	GenBank
AYM52858.1	GenBank
AYM52859.1	GenBank
AYM52860.1	GenBank
AYM52861.1	GenBank
AYM52862.1	GenBank
AYM52863.1	GenBank
AYM52864.1	GenBank
AYM52865.1	GenBank
AYM52866.1	GenBank
AYM52867.1	GenBank
AYM52868.1	GenBank
AYM52869.1	GenBank
AYM52870.1	GenBank
AYM52871.1	GenBank
AYM52872.1	GenBank
AYM52873.1	GenBank
AYM52874.1	GenBank
AYM52875.1	GenBank
AYM52876.1	GenBank
AYM52877.1	GenBank
AYM52878.1	GenBank
AYM52879.1	GenBank
AYM52880.1	GenBank
AYM52881.1	GenBank
AYV61398.1	GenBank
AYV61399.1	GenBank
AYV61400.1	GenBank
AYV61401.1	GenBank
AYV61402.1	GenBank
AYV61403.1	GenBank
AYV61404.1	GenBank
AYV61405.1	GenBank
AYV61406.1	GenBank
AYV61407.1	GenBank
AYV61408.1	GenBank
AYV61409.1	GenBank
AYV61410.1	GenBank
AYV61411.1	GenBank
AYV61412.1	GenBank
AYV61413.1	GenBank
AYV61414.1	GenBank
AYV61415.1	GenBank
AYV61416.1	GenBank
AYV61417.1	GenBank
AYV61418.1	GenBank
AYV61419.1	GenBank
AYV61420.1	GenBank
AYV61421.1	GenBank
AYV61422.1	GenBank
AYV61423.1	GenBank
AYV61424.1	GenBank
QCC62988.1	GenBank
QCC62989.1	GenBank
QCC62990.1	GenBank
QCC62991.1	GenBank
QCC62992.1	GenBank
QCC62993.1	GenBank
QCC62994.1	GenBank
QCC62995.1	GenBank
QCC62996.1	GenBank
QCC62997.1	GenBank
QCC62998.1	GenBank
QCC62999.1	GenBank
QCC63000.1	GenBank
QED88045.1	GenBank
QED88046.1	GenBank
QED88047.1	GenBank
QED88048.1	GenBank
QED88049.1	GenBank
QED88050.1	GenBank
QED88051.1	GenBank
QED88052.1	GenBank
QED88053.1	GenBank
QED88054.1	GenBank
QED88055.1	GenBank
QED88056.1	GenBank
QED88057.1	GenBank
QED88058.1	GenBank
QED88059.1	GenBank
QED88060.1	GenBank
QED88061.1	GenBank
QED88062.1	GenBank
QED88063.1	GenBank
QBC75013.1	GenBank
QBC75014.1	GenBank
QBC75015.1	GenBank
QBC75016.1	GenBank
QBC75017.1	GenBank
QBC75018.1	GenBank
QBC75019.1	GenBank
QBC75020.1	GenBank
QBC75021.1	GenBank
QBC75022.1	GenBank
QBC75023.1	GenBank
QBC75024.1	GenBank
QBC75025.1	GenBank
QBC75026.1	GenBank
QBC75027.1	GenBank
QBC75028.1	GenBank
QBC75029.1	GenBank
QBC75030.1	GenBank
QBC75031.1	GenBank
QBC75032.1	GenBank
QBC75033.1	GenBank
AZQ56742.1	GenBank
AZQ56743.1	GenBank
AZQ56744.1	GenBank
AZH23794.1	GenBank
AZH23804.1	GenBank
AZH23807.1	GenBank
AZH23805.1	GenBank
AZH23809.1	GenBank
AZH23808.1	GenBank
AZH23815.1	GenBank
AZH23813.1	GenBank
AZH23790.1	GenBank
AZH23791.1	GenBank
AZH23789.1	GenBank
AZH23792.1	GenBank
AZH23793.1	GenBank
AZH23816.1	GenBank
AZH23802.1	GenBank
AZH23801.1	GenBank
AZH23796.1	GenBank
AZH23806.1	GenBank
AZH23787.1	GenBank
AZH23788.1	GenBank
AZH23810.1	GenBank
AZH23798.1	GenBank
AZH23797.1	GenBank
AZH23799.1	GenBank
AZH23803.1	GenBank
AZH23811.1	GenBank
AZH23812.1	GenBank
AZH23814.1	GenBank
AZH23800.1	GenBank
AZH23795.1	GenBank
AZH23824.1	GenBank
AZH23832.1	GenBank
AZH23834.1	GenBank
AZH23831.1	GenBank
AZH23838.1	GenBank
AZH23835.1	GenBank
AZH23836.1	GenBank
AZH23839.1	GenBank
AZH23820.1	GenBank
AZH23821.1	GenBank
AZH23818.1	GenBank
AZH23822.1	GenBank
AZH23823.1	GenBank
AZH23840.1	GenBank
AZH23830.1	GenBank
AZH23829.1	GenBank
AZH23826.1	GenBank
AZH23833.1	GenBank
AZH23817.1	GenBank
AZH23819.1	GenBank
AZH23837.1	GenBank
AZH23827.1	GenBank
AZH23828.1	GenBank
AZH23825.1	GenBank
Shi4213	Not in NCBI
Shi4214	Not in NCBI
Shi4215	Not in NCBI
Shi4216	Not in NCBI
Shi4217	Not in NCBI
Shi4218	Not in NCBI
Shi4219	Not in NCBI
Shi4220	Not in NCBI
Shi4221	Not in NCBI
Shi4222	Not in NCBI
Shi4223	Not in NCBI
Shi4224	Not in NCBI
Shi4225	Not in NCBI
Shi4226	Not in NCBI
Shi4227	Not in NCBI
Shi4228	Not in NCBI
Shi4229	Not in NCBI
Shi4230	Not in NCBI
Shi4231	Not in NCBI
Shi4232	Not in NCBI
Shi4233	Not in NCBI
Shi4234	Not in NCBI
Shi4235	Not in NCBI
Shi4236	Not in NCBI
Shi4237	Not in NCBI
Shi4238	Not in NCBI
Shi4239	Not in NCBI
Shi4240	Not in NCBI
QCC62379.1	GenBank
QCC62380.1	GenBank
QCC62381.1	GenBank
QCC62382.1	GenBank
QCC62383.1	GenBank
QBG38760.1	GenBank
QBG38761.1	GenBank
QBG38762.1	GenBank
QBG38763.1	GenBank
QBG38764.1	GenBank
QBG38765.1	GenBank
QBG38766.1	GenBank
QBG38767.1	GenBank
QBG38768.1	GenBank
QBG38769.1	GenBank
QBG38770.1	GenBank
QBG38771.1	GenBank
QBG38772.1	GenBank
QBG38773.1	GenBank
QBG38774.1	GenBank
QBG38775.1	GenBank
QBG38776.1	GenBank
QBG38777.1	GenBank
QBG38778.1	GenBank
QBG38779.1	GenBank
QBG38780.1	GenBank
QBG38781.1	GenBank
QBG38782.1	GenBank
QBG38783.1	GenBank
QBG38784.1	GenBank
QBG38785.1	GenBank
QBG38786.1	GenBank
QBG38787.1	GenBank
QBG38788.1	GenBank
QBG38789.1	GenBank
QBG38790.1	GenBank
QBG38791.1	GenBank
QBG38792.1	GenBank
QBG38793.1	GenBank
QBG38794.1	GenBank
QBG38795.1	GenBank
QBG38796.1	GenBank
QBG38797.1	GenBank
QCO93106.1	GenBank
QCO93107.1	GenBank
QCO93108.1	GenBank
QCO93109.1	GenBank
QCO93110.1	GenBank
QCO93111.1	GenBank
QCO93112.1	GenBank
QCO93113.1	GenBank
QCO93114.1	GenBank
QCO93115.1	GenBank
QCO93116.1	GenBank
QDQ37863.1	GenBank
QDQ37864.1	GenBank
QDQ37865.1	GenBank
QDQ37866.1	GenBank
QDQ37867.1	GenBank
QDQ37868.1	GenBank
QDQ37869.1	GenBank
QDQ37870.1	GenBank
QDQ37871.1	GenBank
QDQ37872.1	GenBank
QDQ37873.1	GenBank
QDQ37874.1	GenBank
QDQ37875.1	GenBank
QDQ37876.1	GenBank
QDQ37877.1	GenBank
QDQ37878.1	GenBank
QDQ37879.1	GenBank
QDQ37880.1	GenBank
QDQ37881.1	GenBank
QDQ37882.1	GenBank
QDQ37883.1	GenBank
QDQ37884.1	GenBank
QDQ37885.1	GenBank
QDQ37886.1	GenBank
QDQ37887.1	GenBank
QDQ37888.1	GenBank
QDQ37889.1	GenBank
QDQ37890.1	GenBank
QDQ37891.1	GenBank
QDQ37892.1	GenBank
QDQ37893.1	GenBank
QDQ37894.1	GenBank
QDQ37895.1	GenBank
QDQ37896.1	GenBank
QDQ37897.1	GenBank
QDQ37898.1	GenBank
QDQ37899.1	GenBank
QDQ37900.1	GenBank
QDQ37901.1	GenBank
QDQ37902.1	GenBank
QDQ37903.1	GenBank
QDQ37904.1	GenBank
QDQ37905.1	GenBank
QDQ37906.1	GenBank
QDQ37907.1	GenBank
QDQ37908.1	GenBank
QDQ37909.1	GenBank
QDQ37910.1	GenBank
QDQ37911.1	GenBank
QDQ37912.1	GenBank
QDQ37913.1	GenBank
QDQ37914.1	GenBank
QDQ37915.1	GenBank
QDF82256.1	GenBank
QDF82257.1	GenBank
QDF82258.1	GenBank
QDF82252.1	GenBank
QDF82253.1	GenBank
QDF82259.1	GenBank
QDF82255.1	GenBank
QDF82254.1	GenBank
QDF82260.1	GenBank
QDF82261.1	GenBank
QDF82262.1	GenBank
QDF82263.1	GenBank
QDF82264.1	GenBank
QDF82265.1	GenBank
QCT05734.1	GenBank
QCT05735.1	GenBank
QCT05736.1	GenBank
QCT05737.1	GenBank
QCT05738.1	GenBank
QCT05739.1	GenBank
QCT05740.1	GenBank
QCT05741.1	GenBank
QCT05742.1	GenBank
QCT05743.1	GenBank
QCT05744.1	GenBank
QCT05745.1	GenBank
QCT05746.1	GenBank
QCT05747.1	GenBank
QCT05748.1	GenBank
QCT05749.1	GenBank
QCT05750.1	GenBank
QCT05751.1	GenBank
QCT05752.1	GenBank
QCT05753.1	GenBank
QCT05754.1	GenBank
QCT05755.1	GenBank
QCT05756.1	GenBank
QCT05757.1	GenBank
QCT05758.1	GenBank
QCT05759.1	GenBank
QCT05760.1	GenBank
QCT05761.1	GenBank
QCT05762.1	GenBank
QCT05763.1	GenBank
QCT05764.1	GenBank
QCT05765.1	GenBank
QED55413.1	GenBank
QED55414.1	GenBank
QED55415.1	GenBank
QED55416.1	GenBank
QED55417.1	GenBank
QED55418.1	GenBank
QED55419.1	GenBank
QED55420.1	GenBank
QED55421.1	GenBank
QED55422.1	GenBank
QED55423.1	GenBank
QED55424.1	GenBank
QER90992.1	GenBank
QER90993.1	GenBank
QER90994.1	GenBank
QER90995.1	GenBank
QER90996.1	GenBank
QER90997.1	GenBank
QER90998.1	GenBank
QER90999.1	GenBank
QER91000.1	GenBank
QER91001.1	GenBank
QER91002.1	GenBank
QER91003.1	GenBank
QER91004.1	GenBank
QER91005.1	GenBank
QER91006.1	GenBank
QER91007.1	GenBank
QER91008.1	GenBank
QER91009.1	GenBank
QER91010.1	GenBank
QER91011.1	GenBank
QEI22733.1	GenBank
QEI22734.1	GenBank
QEI22735.1	GenBank
QEI22736.1	GenBank
QEI22737.1	GenBank
BOW65_02900	Not in NCBI
BOW65_02905	Not in NCBI
BOW65_02910	Not in NCBI
BOW65_02915	Not in NCBI
BOW65_02920	Not in NCBI
BOW65_02925	Not in NCBI
BOW65_02930	Not in NCBI
BOW65_02935	Not in NCBI
BOW65_02940	Not in NCBI
BOW65_02945	Not in NCBI
BOW65_02950	Not in NCBI
P174DRAFT_442171	Not in NCBI
P174DRAFT_371720	Not in NCBI
P174DRAFT_407796	Not in NCBI
P174DRAFT_372675	Not in NCBI
P174DRAFT_421366	Not in NCBI
P174DRAFT_373375	Not in NCBI
P174DRAFT_512928	Not in NCBI
P174DRAFT_512929	Not in NCBI
P174DRAFT_460883	Not in NCBI
P174DRAFT_460884	Not in NCBI
P174DRAFT_451670	Not in NCBI
P174DRAFT_512932	Not in NCBI
P174DRAFT_512933	Not in NCBI
P174DRAFT_512934	Not in NCBI
P174DRAFT_372388	Not in NCBI
P174DRAFT_373009	Not in NCBI
P174DRAFT_460891	Not in NCBI
P174DRAFT_487776	Not in NCBI
P174DRAFT_372038	Not in NCBI
KLLA0_C19184g	Not in NCBI
KLLA0_C19206g	Not in NCBI
KLLA0_C19228g	Not in NCBI
KLLA0_C19250g	Not in NCBI
MEXAM1_RS33125	Not in NCBI
MEXAM1_RS25395	Not in NCBI
MEXAM1_RS25400	Not in NCBI
MEXAM1_RS25405	Not in NCBI
MEXAM1_RS25410	Not in NCBI
MEXAM1_RS25415	Not in NCBI
MEXAM1_RS25420	Not in NCBI
MEXAM1_RS25425	Not in NCBI
MEXAM1_RS25430	Not in NCBI
MEXAM1_RS35190	Not in NCBI
MEXAM1_RS25440	Not in NCBI
EAM_RS05030	Not in NCBI
EAM_RS05035	Not in NCBI
EAM_RS05040	Not in NCBI
EAM_RS05045	Not in NCBI
EAM_RS05050	Not in NCBI
EAM_RS05055	Not in NCBI
SCAT_RS04910	Not in NCBI
SCAT_RS04915	Not in NCBI
SCAT_RS04920	Not in NCBI
SCAT_RS04925	Not in NCBI
SCAT_RS04930	Not in NCBI
SCAT_RS04935	Not in NCBI
AO090011000406	Not in NCBI
AO090011000408	Not in NCBI
AO090011000410	Not in NCBI
AO090011000411	Not in NCBI
AO090011000412	Not in NCBI
AO090011000413	Not in NCBI
AO090011000414	Not in NCBI
AO090011000415	Not in NCBI
AO090011000416	Not in NCBI
AO090011000417	Not in NCBI
AO090011000418	Not in NCBI
AO090010000172	Not in NCBI
AO090010000171	Not in NCBI
AO090010000170	Not in NCBI
AO090010000169	Not in NCBI
AO090010000168	Not in NCBI
AO090010000167	Not in NCBI
AO090010000166	Not in NCBI
AO090010000165	Not in NCBI
AO090010000164	Not in NCBI
AO090010000163	Not in NCBI
AO090010000162	Not in NCBI
AO090010000161	Not in NCBI
AO090010000160	Not in NCBI
AO090010000159	Not in NCBI
AO090010000156	Not in NCBI
AO090010000155	Not in NCBI
g105.t1	Not in NCBI
g106.t1	Not in NCBI
g107.t1	Not in NCBI
g108.t1	Not in NCBI
g109.t1	Not in NCBI
g110.t1	Not in NCBI
g111.t1	Not in NCBI
g112.t1	Not in NCBI
g113.t1	Not in NCBI
g114.t1	Not in NCBI
g115.t1	Not in NCBI
g116.t1	Not in NCBI
g117.t1	Not in NCBI
g118.t1	Not in NCBI
AN1784.2	Not in NCBI
AN1785.2	Not in NCBI
AN1786.2	Not in NCBI
AN1787.2	Not in NCBI
BGRAMDRAFT_RS22615	Not in NCBI
BGRAMDRAFT_RS22620	Not in NCBI
BGRAMDRAFT_RS22625	Not in NCBI
BGRAMDRAFT_RS22630	Not in NCBI
BGRAMDRAFT_RS22635	Not in NCBI
BGRAMDRAFT_RS22640	Not in NCBI
BGRAMDRAFT_RS22645	Not in NCBI
BGRAMDRAFT_RS22650	Not in NCBI
BGRAMDRAFT_RS22655	Not in NCBI
BGRAMDRAFT_RS22660	Not in NCBI
BGRAMDRAFT_RS22665	Not in NCBI
BGRAMDRAFT_RS22670	Not in NCBI
BGRAMDRAFT_RS22675	Not in NCBI
BGRAMDRAFT_RS22680	Not in NCBI
BGRAMDRAFT_RS22685	Not in NCBI
STRAU_RS10340	Not in NCBI
STRAU_RS38955	Not in NCBI
STRAU_RS10350	Not in NCBI
STRAU_RS10355	Not in NCBI
STRAU_RS10360	Not in NCBI
STRAU_RS10365	Not in NCBI
STRAU_RS10370	Not in NCBI
STRAU_RS41390	Not in NCBI
STRAU_RS41395	Not in NCBI
STRAU_RS10380	Not in NCBI
STRAU_RS10385	Not in NCBI
STRAU_RS10390	Not in NCBI
STRAU_RS10395	Not in NCBI
STRAU_RS10400	Not in NCBI
STRAU_RS10405	Not in NCBI
Achr_RS19525	Not in NCBI
Achr_RS19530	Not in NCBI
Achr_RS19535	Not in NCBI
Achr_RS19540	Not in NCBI
Achr_RS19545	Not in NCBI
Achr_RS19550	Not in NCBI
Achr_RS19555	Not in NCBI
Achr_RS19560	Not in NCBI
Achr_RS19570	Not in NCBI
Achr_RS19575	Not in NCBI
Achr_RS19580	Not in NCBI
Achr_RS19585	Not in NCBI
Achr_RS19590	Not in NCBI
Achr_RS19595	Not in NCBI
Achr_RS19600	Not in NCBI
Achr_RS19605	Not in NCBI
Achr_RS19610	Not in NCBI
Achr_RS19615	Not in NCBI
Achr_RS19620	Not in NCBI
Achr_RS19625	Not in NCBI
Achr_RS19630	Not in NCBI
Achr_RS19635	Not in NCBI
Achr_RS19640	Not in NCBI
Achr_RS24430	Not in NCBI
Achr_RS19650	Not in NCBI
WN53_RS03335	Not in NCBI
WN53_RS03340	Not in NCBI
WN53_RS03345	Not in NCBI
WN53_RS03350	Not in NCBI
WN53_RS03355	Not in NCBI
WN53_RS03360	Not in NCBI
WN53_RS03365	Not in NCBI
WN53_RS03370	Not in NCBI
WN53_RS03375	Not in NCBI
WN53_RS03385	Not in NCBI
WN53_RS03390	Not in NCBI
WN53_RS03395	Not in NCBI
WN53_RS03400	Not in NCBI
WN53_RS03405	Not in NCBI
CQW49_RS07145	Not in NCBI
CQW49_RS07150	Not in NCBI
CQW49_RS07155	Not in NCBI
CQW49_RS07160	Not in NCBI
CQW49_RS07165	Not in NCBI
CQW49_RS07170	Not in NCBI
BRN51_RS06460	Not in NCBI
BRN51_RS06465	Not in NCBI
BRN51_RS06470	Not in NCBI
BRN51_RS06475	Not in NCBI
BRN51_RS06480	Not in NCBI
DUI70_RS10785	Not in NCBI
DUI70_RS10790	Not in NCBI
DUI70_RS10795	Not in NCBI
DUI70_RS10800	Not in NCBI
BLW76_RS36785	Not in NCBI
BLW76_RS36800	Not in NCBI
BLW76_RS36805	Not in NCBI
BLW76_RS36810	Not in NCBI
BLW76_RS36815	Not in NCBI
BLW76_RS36820	Not in NCBI
BLW76_RS36825	Not in NCBI
BLW76_RS36830	Not in NCBI
BLW76_RS36835	Not in NCBI
BLW76_RS36840	Not in NCBI
BLW76_RS36845	Not in NCBI
BLW76_RS36850	Not in NCBI
BLW76_RS36855	Not in NCBI
BLW76_RS36860	Not in NCBI
BLW76_RS36865	Not in NCBI
BLW76_RS36870	Not in NCBI
BLW76_RS36875	Not in NCBI
XDD1_RS15980	Not in NCBI
XDD1_RS15985	Not in NCBI
XDD1_RS15990	Not in NCBI
XDD1_RS15995	Not in NCBI
XDD1_RS16000	Not in NCBI
XDD1_RS16005	Not in NCBI
XDD1_RS16010	Not in NCBI
XDD1_RS16015	Not in NCBI
XDD1_RS16020	Not in NCBI
XDD1_RS16025	Not in NCBI
XDD1_RS16030	Not in NCBI
XDD1_RS16035	Not in NCBI
XDD1_RS16040	Not in NCBI
XDD1_RS16045	Not in NCBI
XDD1_RS16050	Not in NCBI
XDD1_RS16055	Not in NCBI
XDD1_RS16060	Not in NCBI
XDD1_RS16065	Not in NCBI
OO60_RS14025	Not in NCBI
OO60_RS14030	Not in NCBI
OO60_RS14035	Not in NCBI
OO60_RS14040	Not in NCBI
OO60_RS14045	Not in NCBI
OO60_RS14050	Not in NCBI
OO60_RS14055	Not in NCBI
OO60_RS14060	Not in NCBI
OO60_RS14065	Not in NCBI
OO60_RS14070	Not in NCBI
OO60_RS14075	Not in NCBI
OO60_RS14080	Not in NCBI
OO60_RS14085	Not in NCBI
OO60_RS14090	Not in NCBI
OO60_RS14095	Not in NCBI
OO60_RS14100	Not in NCBI
OO60_RS14105	Not in NCBI
OO60_RS14110	Not in NCBI
OO60_RS14115	Not in NCBI
OO60_RS14120	Not in NCBI
OO60_RS14125	Not in NCBI
OO60_RS14130	Not in NCBI
OO60_RS14135	Not in NCBI
OO60_RS14140	Not in NCBI
OO60_RS14145	Not in NCBI
OO60_RS14150	Not in NCBI
OO60_RS14155	Not in NCBI
OO60_RS14160	Not in NCBI
OO60_RS14165	Not in NCBI
OO60_RS14170	Not in NCBI
OO60_RS46435	Not in NCBI
OO60_RS14175	Not in NCBI
OO60_RS14180	Not in NCBI
OO60_RS14185	Not in NCBI
OO60_RS14190	Not in NCBI
OO60_RS14195	Not in NCBI
OO60_RS14200	Not in NCBI
