protein_id	id_type
SSEG_RS44950	Not in NCBI
SSEG_RS34070	Not in NCBI
SSEG_RS34075	Not in NCBI
SSEG_09672	Not in NCBI
SSEG_RS34080	Not in NCBI
SSEG_RS34085	Not in NCBI
SSEG_RS34090	Not in NCBI
SSEG_RS34095	Not in NCBI
SSEG_RS34100	Not in NCBI
SSEG_RS34105	Not in NCBI
XGA_4058	Not in NCBI
XGA_4059	Not in NCBI
XGA_4060	Not in NCBI
XGA_4061	Not in NCBI
AAD28494.1	GenBank
AAD28495.1	GenBank
AAD28496.1	GenBank
AAD28497.1	GenBank
ADR72961.1	GenBank
ADR72962.1	GenBank
ADR72963.1	GenBank
ADR72964.1	GenBank
ADR72965.1	GenBank
ADR72966.1	GenBank
ADR72967.1	GenBank
ADR72968.1	GenBank
ADR72969.1	GenBank
SGR_6361	Not in NCBI
SGR_6362	Not in NCBI
SGR_6363	Not in NCBI
SGR_6364	Not in NCBI
SGR_6365	Not in NCBI
SGR_6366	Not in NCBI
CAA11511.1	GenBank
CAA11512.1	GenBank
CAA11513.1	GenBank
CAA11514.1	GenBank
CAA11515.1	GenBank
CAA40808.1	GenBank
CAA40809.1	GenBank
CAA40810.1	GenBank
CAA40811.1	GenBank
CAA40812.1	GenBank
CAA40813.1	GenBank
CAA40814.1	GenBank
AAD04332.2	GenBank
AAD04333.1	GenBank
AAL08396.1	GenBank
AAL08397.1	GenBank
ACF93943.1	GenBank
ACF93944.1	GenBank
ACF93945.1	GenBank
ACF93946.1	GenBank
AAL08398.1	GenBank
ACF93947.1	GenBank
AAL08403.1	GenBank
AAL08402.1	GenBank
AAL08401.1	GenBank
AAL08400.1	GenBank
ACF93948.1	GenBank
AAL08399.2	GenBank
CAG25570.1	GenBank
CAG25571.1	GenBank
CAG25572.1	GenBank
CAG25573.1	GenBank
CAG25574.1	GenBank
CAB54532.1	GenBank
CAB54533.1	GenBank
CAB54534.2	GenBank
CAJ44956.1	GenBank
CAJ44957.1	GenBank
CAJ44958.1	GenBank
CAJ44959.1	GenBank
CAJ44960.1	GenBank
CAJ44961.1	GenBank
CAJ44962.1	GenBank
ACF22181.1	GenBank
ACF22182.1	GenBank
AAP03988.1	GenBank
ACF22183.1	GenBank
AAP03989.1	GenBank
AAP03990.1	GenBank
AAP03991.2	GenBank
ACF22184.1	GenBank
ACF22185.1	GenBank
ACF22186.1	GenBank
ACF22187.1	GenBank
CAE55697.1	GenBank
CAE55698.1	GenBank
CAE55699.1	GenBank
CAE55700.1	GenBank
CAE55701.1	GenBank
CAE55702.1	GenBank
CAE55703.1	GenBank
CAE55704.1	GenBank
CAE55705.1	GenBank
CAE55706.1	GenBank
CAE55707.1	GenBank
ACP43448.1	GenBank
ACP43449.1	GenBank
ACP43450.1	GenBank
ACP43451.1	GenBank
ACP43452.1	GenBank
BAA81780.1	GenBank
BAA81781.1	GenBank
BAA81782.1	GenBank
BAA81783.1	GenBank
BAA81784.1	GenBank
BAA81785.1	GenBank
BAA81786.1	GenBank
CAQ16116.1	GenBank
CAQ16117.1	GenBank
CAQ16118.1	GenBank
CAQ16119.1	GenBank
CAQ16120.1	GenBank
CAQ16121.1	GenBank
CAQ16122.1	GenBank
CAQ16123.1	GenBank
ACC54546.1	GenBank
ACC54547.1	GenBank
ACC54548.1	GenBank
ACC54549.1	GenBank
ACC54550.1	GenBank
ACC54551.1	GenBank
ACC54552.1	GenBank
ACC54553.1	GenBank
SCO2438	Not in NCBI
SCO2439	Not in NCBI
SCO2440	Not in NCBI
SCO2441	Not in NCBI
SCO2442	Not in NCBI
SCO2443	Not in NCBI
SCO2444	Not in NCBI
SCO2445	Not in NCBI
SCO2446	Not in NCBI
SCO2447	Not in NCBI
SCO2448	Not in NCBI
SCO2449	Not in NCBI
SCO2450	Not in NCBI
SCO2451	Not in NCBI
SSTG_01176	Not in NCBI
SSTG_RS06145	Not in NCBI
SSTG_RS06150	Not in NCBI
SSTG_RS06155	Not in NCBI
SSTG_RS06160	Not in NCBI
SSTG_01180	Not in NCBI
SSTG_01181	Not in NCBI
SSTG_RS06165	Not in NCBI
SSTG_RS06170	Not in NCBI
AFS60634.1	GenBank
AFS60635.1	GenBank
AFS60636.1	GenBank
AFS60637.1	GenBank
AFS60638.1	GenBank
AFS60639.1	GenBank
AFS60640.1	GenBank
AFS60641.1	GenBank
AFS60642.1	GenBank
AFS60643.1	GenBank
AFS60644.1	GenBank
AFS60645.1	GenBank
AED99781.1	GenBank
AED99780.1	GenBank
AED99782.1	GenBank
AED99783.1	GenBank
AED99784.1	GenBank
AED99785.1	GenBank
AED99786.1	GenBank
ACY56714.1	GenBank
ACY56715.1	GenBank
ACY56716.1	GenBank
ACY56717.1	GenBank
ACN24983.1	GenBank
ACN24984.1	GenBank
ACN24985.1	GenBank
ACY56718.1	GenBank
ACY56719.1	GenBank
ACY56720.1	GenBank
BSU_01910	Not in NCBI
BSU_01920	Not in NCBI
BSU_01935	Not in NCBI
BSU_01950	Not in NCBI
BSU_01960	Not in NCBI
BSU_01970	Not in NCBI
BSU_01980	Not in NCBI
CAD23198.1	GenBank
CAD23199.1	GenBank
CAD23200.1	GenBank
CAD23201.1	GenBank
CAD23202.1	GenBank
CAD23203.1	GenBank
CAD23204.1	GenBank
CAD23205.1	GenBank
ACS50120.1	GenBank
ACS50121.1	GenBank
ACS50122.1	GenBank
ACS50123.1	GenBank
ACS50124.1	GenBank
ACS50125.1	GenBank
ACS50126.1	GenBank
ACS50127.1	GenBank
ACS50128.1	GenBank
ACS50129.1	GenBank
ACS50130.1	GenBank
ACS50131.1	GenBank
ACS50132.1	GenBank
ACS50133.1	GenBank
ACS50134.1	GenBank
ACS50135.1	GenBank
ACS50136.1	GenBank
ACS50137.1	GenBank
ACS50138.1	GenBank
ACS50139.1	GenBank
ACS50140.1	GenBank
ACS83759.1	GenBank
ACS83760.1	GenBank
ACS83761.1	GenBank
ACS83762.1	GenBank
ACS83763.1	GenBank
ACS83764.1	GenBank
ACS83765.1	GenBank
ACS83766.1	GenBank
ACS83767.1	GenBank
ACS83768.1	GenBank
ACS83769.1	GenBank
ACS83770.1	GenBank
ACS83771.1	GenBank
ACS83772.1	GenBank
ACS83773.1	GenBank
ACS83774.1	GenBank
ACS83775.1	GenBank
ACS83776.1	GenBank
AEM00614.1	GenBank
AEM00615.1	GenBank
AEM00616.1	GenBank
AEM00617.1	GenBank
AEM00618.1	GenBank
AEM00619.1	GenBank
AEM00620.1	GenBank
AEM00621.1	GenBank
AEM00626.1	GenBank
AEM00625.1	GenBank
AEM00624.1	GenBank
AEM00623.1	GenBank
AEM00622.1	GenBank
BAO57433.1	GenBank
BAO57434.1	GenBank
BAO57435.1	GenBank
BAO57436.1	GenBank
BAO57437.1	GenBank
BAO57438.1	GenBank
BAO57439.1	GenBank
BAO57440.1	GenBank
BAO57441.1	GenBank
AIU53928.1	GenBank
AIU53929.1	GenBank
AIU53930.1	GenBank
AIU53931.1	GenBank
AIU53932.1	GenBank
AIU53933.1	GenBank
AIU53934.1	GenBank
AIU53935.1	GenBank
AIU53936.1	GenBank
AIU53937.1	GenBank
AIU53938.1	GenBank
AIU53939.1	GenBank
AIU53942.1	GenBank
AIU53941.1	GenBank
AIU53940.1	GenBank
AIU53943.1	GenBank
AIU53944.1	GenBank
AIU53945.1	GenBank
AIU53946.1	GenBank
AIU53947.1	GenBank
AIU53948.1	GenBank
AIU53949.1	GenBank
AIU53950.1	GenBank
AIU53951.1	GenBank
ADH93698.1	GenBank
ADH93699.1	GenBank
ADH93700.1	GenBank
ADH93701.1	GenBank
ADR01054.1	GenBank
ADR01055.1	GenBank
ADR01056.1	GenBank
ADR01057.1	GenBank
ADR01058.1	GenBank
ADR01059.1	GenBank
ADR01060.1	GenBank
ADR01061.1	GenBank
ADR01062.1	GenBank
ADR01063.1	GenBank
ADR01064.1	GenBank
ADR01065.1	GenBank
ADR01066.1	GenBank
ADR01067.1	GenBank
ADR01068.1	GenBank
ADR01069.1	GenBank
ADR01070.1	GenBank
ADR01071.1	GenBank
ADR01072.1	GenBank
ADR01073.1	GenBank
ADR01074.1	GenBank
ADR01075.1	GenBank
ADR01076.1	GenBank
ADR01077.1	GenBank
ADR01078.1	GenBank
ADR01079.1	GenBank
ADR01080.1	GenBank
ADR01081.1	GenBank
ADR01082.1	GenBank
ADR01083.1	GenBank
ADR01084.1	GenBank
ADR01085.1	GenBank
ADR01086.1	GenBank
ADR01087.1	GenBank
ADR01088.1	GenBank
ADR01089.1	GenBank
ADR01090.1	GenBank
ADR01091.1	GenBank
ADR01092.1	GenBank
ADR01093.1	GenBank
ADR01094.1	GenBank
ADR01095.1	GenBank
ADR01096.1	GenBank
ADR01097.1	GenBank
ACR48327.1	GenBank
ACR48328.1	GenBank
ACR48329.1	GenBank
ACR48330.1	GenBank
ACR48331.1	GenBank
ACR48332.1	GenBank
ACR48333.1	GenBank
ACR48334.1	GenBank
ACR48335.1	GenBank
ACR48336.1	GenBank
ACR48337.1	GenBank
ACR48338.1	GenBank
ACR48339.1	GenBank
ACR48340.1	GenBank
ACR48341.1	GenBank
ACR48342.1	GenBank
ACR48343.1	GenBank
ACR48344.1	GenBank
ACR48345.1	GenBank
ACR48346.1	GenBank
ACR48347.1	GenBank
ACR48348.1	GenBank
ACR48349.1	GenBank
ACR48350.1	GenBank
ACR48351.1	GenBank
ACR48352.1	GenBank
ACN80632.1	GenBank
ACN80633.1	GenBank
ACN80634.1	GenBank
ACN80635.1	GenBank
ACN80636.1	GenBank
ACN80637.1	GenBank
ACN80638.1	GenBank
ACN80639.1	GenBank
ACN80640.1	GenBank
ACN80641.1	GenBank
ACN80642.1	GenBank
ACN80643.1	GenBank
ACN80644.1	GenBank
ACN80645.1	GenBank
ACN80646.1	GenBank
ACN80647.1	GenBank
ACN80648.1	GenBank
ACN80649.1	GenBank
ACN80650.1	GenBank
ACN80651.1	GenBank
ACN80652.1	GenBank
ACN80653.1	GenBank
ACN80654.1	GenBank
ACN80655.1	GenBank
ACN80656.1	GenBank
ACN80657.1	GenBank
ACN80658.1	GenBank
BC_5072	Not in NCBI
BC_5073	Not in NCBI
BC_5074	Not in NCBI
BC_5075	Not in NCBI
BC_5076	Not in NCBI
BC_5077	Not in NCBI
BC_5078	Not in NCBI
BC_5079	Not in NCBI
BC_5080	Not in NCBI
BC_5081	Not in NCBI
BC_5082	Not in NCBI
BC_5083	Not in NCBI
BC_5084	Not in NCBI
BC_5085	Not in NCBI
BC_5086	Not in NCBI
BC_5087	Not in NCBI
BC_5088	Not in NCBI
BC_5089	Not in NCBI
BC_5090	Not in NCBI
BC_5091	Not in NCBI
BC_5092	Not in NCBI
ACS83777.1	GenBank
ACS83778.1	GenBank
ACS83779.1	GenBank
ACS83780.1	GenBank
ACS83781.1	GenBank
ACS83782.1	GenBank
ACS83783.1	GenBank
ACS83784.1	GenBank
ACS83785.1	GenBank
ACS83786.1	GenBank
ACS83787.1	GenBank
ACS83788.1	GenBank
ACN52311.1	GenBank
ACN52310.1	GenBank
ACN52309.1	GenBank
ACN52308.1	GenBank
ACN52307.1	GenBank
ACN52306.1	GenBank
ACN52305.1	GenBank
ACN52291.1	GenBank
ACN52292.1	GenBank
ACN52293.1	GenBank
ACN52294.1	GenBank
ACN52295.1	GenBank
ACN52296.1	GenBank
ACN52297.1	GenBank
ACN52298.1	GenBank
ACN52299.1	GenBank
ACN52300.1	GenBank
ACN52301.1	GenBank
ACN52302.1	GenBank
ACN52303.1	GenBank
ACN52304.1	GenBank
ADO67763.1	GenBank
ADO67764.1	GenBank
ADO67765.1	GenBank
ADO67766.1	GenBank
ADO67767.1	GenBank
ADO67768.1	GenBank
ADO67769.1	GenBank
ADO67770.1	GenBank
ADO67771.1	GenBank
ADO67772.1	GenBank
ADO67773.1	GenBank
ADO67774.1	GenBank
ADO67775.1	GenBank
ADO67776.1	GenBank
ADO67777.1	GenBank
ADO67778.1	GenBank
ADO67779.1	GenBank
ADO67780.1	GenBank
ADO67781.1	GenBank
ADO67782.1	GenBank
ADO67783.1	GenBank
ADO67784.1	GenBank
ADO67785.1	GenBank
ADO67786.1	GenBank
RBAM_029190	Not in NCBI
RBAM_029200	Not in NCBI
RBAM_029210	Not in NCBI
RBAM_029220	Not in NCBI
RBAM_029230	Not in NCBI
RBAM_029240	Not in NCBI
AAG28763.1	GenBank
AAG28764.1	GenBank
AAG28765.1	GenBank
AAG28766.1	GenBank
AAG28767.1	GenBank
HMPREF0351_12366	Not in NCBI
HMPREF0351_12367	Not in NCBI
HMPREF0351_12368	Not in NCBI
BAM09399.1	GenBank
BAM09400.1	GenBank
BAM09401.1	GenBank
BAM09402.1	GenBank
BAM09403.1	GenBank
BAM09404.1	GenBank
BAM09405.1	GenBank
BAM09406.1	GenBank
BAM09407.1	GenBank
BAM66971.1	GenBank
BAM66972.1	GenBank
BAM66973.1	GenBank
BAM66974.1	GenBank
BAM66975.1	GenBank
BAM66976.1	GenBank
BAM66977.1	GenBank
BAM66978.1	GenBank
BAM66979.1	GenBank
BAM66980.1	GenBank
BAM66981.1	GenBank
BAM66982.1	GenBank
AAA23730.1	GenBank
ABS44966.1	GenBank
ABS44967.1	GenBank
ABS44968.1	GenBank
ABS44969.1	GenBank
ABS44970.1	GenBank
ABS44971.1	GenBank
ABS44972.1	GenBank
ABS44973.1	GenBank
AAG02566.1	GenBank
AAG02567.1	GenBank
AAK27372.1	GenBank
ABQ84440.1	GenBank
ABQ84441.1	GenBank
ABQ84442.1	GenBank
ABQ84443.1	GenBank
ABQ84444.1	GenBank
ABQ84445.1	GenBank
ABQ84446.1	GenBank
ABQ84447.1	GenBank
ABQ84448.1	GenBank
ABQ84449.1	GenBank
ABQ84450.1	GenBank
ABQ84451.1	GenBank
BAN83916.1	GenBank
BAN83917.1	GenBank
BAN83918.1	GenBank
BAN83919.1	GenBank
BAN83920.1	GenBank
BAN83921.1	GenBank
BAN83922.1	GenBank
BAN83923.1	GenBank
BAN83924.1	GenBank
BAN83925.1	GenBank
BAN83926.1	GenBank
BAN83927.1	GenBank
BAN83928.1	GenBank
BAN83929.1	GenBank
BAN83930.1	GenBank
AHX39582.1	GenBank
AHX39583.1	GenBank
AHX39584.1	GenBank
AHX39585.1	GenBank
AHX39586.1	GenBank
AHX39587.1	GenBank
AFLA_094930	Not in NCBI
AFLA_094940	Not in NCBI
AFLA_094950	Not in NCBI
AFLA_094960	Not in NCBI
AFLA_094970	Not in NCBI
AFLA_094980	Not in NCBI
AFLA_094990	Not in NCBI
AFLA_095000	Not in NCBI
AFLA_095010	Not in NCBI
AFLA_095020	Not in NCBI
AFLA_095030	Not in NCBI
AFLA_095040	Not in NCBI
AFLA_095050	Not in NCBI
AFLA_095060	Not in NCBI
AFLA_095070	Not in NCBI
AFLA_095080	Not in NCBI
AFLA_095090	Not in NCBI
AFLA_095100	Not in NCBI
AFLA_095110	Not in NCBI
HMPREF0514_11727	Not in NCBI
HMPREF0514_11728	Not in NCBI
HMPREF0514_11729	Not in NCBI
HMPREF0514_11730	Not in NCBI
HMPREF0514_11731	Not in NCBI
HMPREF0514_11732	Not in NCBI
HMPREF0514_11733	Not in NCBI
HMPREF0514_11734	Not in NCBI
HMPREF0514_11735	Not in NCBI
HMPREF0514_11736	Not in NCBI
HMPREF0514_11737	Not in NCBI
HMPREF0514_11738	Not in NCBI
HMPREF0514_11739	Not in NCBI
HMPREF0514_11740	Not in NCBI
AAY28417.1	GenBank
AAY28418.1	GenBank
AAY28419.1	GenBank
AAY28420.1	GenBank
AAY28421.1	GenBank
AAY28422.1	GenBank
BCIN_12g06370	Not in NCBI
BCIN_12g06380	Not in NCBI
BCIN_12g06390	Not in NCBI
BCIN_12g06400	Not in NCBI
BCIN_12g06410	Not in NCBI
BCIN_12g06420	Not in NCBI
BCIN_12g06430	Not in NCBI
AWN90_33370	Not in NCBI
AWN90_33375	Not in NCBI
AWN90_33380	Not in NCBI
AWN90_33385	Not in NCBI
AWN90_33390	Not in NCBI
AWN90_33395	Not in NCBI
AWN90_33400	Not in NCBI
AWN90_33405	Not in NCBI
AWN90_33410	Not in NCBI
AWN90_33415	Not in NCBI
AWN90_33420	Not in NCBI
AWN90_33425	Not in NCBI
AWN90_33430	Not in NCBI
BAB69138.1	GenBank
BAB69139.1	GenBank
BAB69140.1	GenBank
BAB69141.1	GenBank
BAB69142.1	GenBank
BAB69143.1	GenBank
BAB69144.1	GenBank
BAB69145.1	GenBank
BAB69146.1	GenBank
BAB69147.1	GenBank
BAB69148.1	GenBank
BAD99405.1	GenBank
BAD99406.1	GenBank
BAD99407.1	GenBank
BAD99408.1	GenBank
BAD99409.1	GenBank
BAD99410.1	GenBank
BAD99411.1	GenBank
BAD99412.1	GenBank
BAD99413.1	GenBank
BAD99414.1	GenBank
BAD99415.1	GenBank
BAD99416.1	GenBank
BAE47464.1	GenBank
BAE47465.1	GenBank
BAE47466.1	GenBank
BAE47467.1	GenBank
BAE47468.1	GenBank
BAE47469.1	GenBank
BAE47470.1	GenBank
BAE47471.1	GenBank
AAF65580.1	GenBank
AAF65581.1	GenBank
AAF65582.1	GenBank
AAF65583.1	GenBank
AAF65584.1	GenBank
AAF65585.1	GenBank
AAF65586.1	GenBank
AAF65587.1	GenBank
AAF65588.1	GenBank
AAF65589.1	GenBank
AAF65590.1	GenBank
AAF65591.1	GenBank
AAF65592.1	GenBank
AAF65593.1	GenBank
AAK64296.1	GenBank
AAK64297.1	GenBank
AAK64298.1	GenBank
AAK64299.1	GenBank
AAK64300.1	GenBank
AAK64301.1	GenBank
AAK64302.1	GenBank
AAK64303.1	GenBank
BAA14124.1	GenBank
BAA14125.1	GenBank
BAA14126.1	GenBank
BAA14127.1	GenBank
BAA14128.2	GenBank
BAA14129.1	GenBank
AAZ73127.1	GenBank
AAZ73128.1	GenBank
AAZ73129.1	GenBank
AAZ73130.1	GenBank
AAZ73131.1	GenBank
AAZ73132.1	GenBank
AAZ73133.1	GenBank
AAZ73134.1	GenBank
AAZ73135.1	GenBank
AAZ73136.1	GenBank
AAZ73137.1	GenBank
AAZ73138.1	GenBank
AAZ73139.1	GenBank
AAZ73140.1	GenBank
AAZ73141.1	GenBank
AAZ73142.1	GenBank
AAZ73143.1	GenBank
AAZ73144.1	GenBank
AAZ73145.1	GenBank
AAZ73146.1	GenBank
AAZ73147.1	GenBank
AAZ73148.1	GenBank
AAZ73149.1	GenBank
AAZ73150.1	GenBank
AAZ73151.1	GenBank
ABC50107.1	GenBank
ABC50108.1	GenBank
ABC50109.1	GenBank
ABC50110.1	GenBank
ABC50111.1	GenBank
ABC50112.1	GenBank
ABC50113.1	GenBank
ABC50114.1	GenBank
ABC50115.1	GenBank
ABC50116.1	GenBank
ABD24398.1	GenBank
ABD24399.1	GenBank
ABD24400.1	GenBank
ABD24401.1	GenBank
ABD24402.1	GenBank
ABD24403.1	GenBank
ACM07424.1	GenBank
ACM07425.1	GenBank
ACM07426.1	GenBank
ACM07427.1	GenBank
ACM07428.1	GenBank
ACM07429.1	GenBank
ACI04496.1	GenBank
ACI04497.1	GenBank
ACI04498.1	GenBank
ACI04499.1	GenBank
ACI04500.1	GenBank
ACI04501.1	GenBank
AAB31138.1	GenBank
AAB31139.1	GenBank
CAA79955.1	GenBank
CAA79956.1	GenBank
CAA79957.1	GenBank
CAA79958.1	GenBank
CAA79959.1	GenBank
CAA79960.1	GenBank
CAA79961.1	GenBank
CAA79962.1	GenBank
CAA79963.1	GenBank
CAA79964.1	GenBank
CAA79965.2	GenBank
AAG28698.1	GenBank
AAG28699.1	GenBank
AAG28700.1	GenBank
AAG28701.1	GenBank
AAG28702.1	GenBank
AAG28703.1	GenBank
AAG28704.1	GenBank
AAG28705.1	GenBank
ABB88947.1	GenBank
ABB88948.1	GenBank
ABB88949.1	GenBank
ABB88950.1	GenBank
ABB88951.1	GenBank
ABB88952.1	GenBank
ABB88953.1	GenBank
BAF98617.1	GenBank
BAF98618.1	GenBank
BAF98619.1	GenBank
BAF98620.1	GenBank
BAF98621.1	GenBank
BAF98622.1	GenBank
BAF98623.1	GenBank
BAF98624.1	GenBank
BAF98625.1	GenBank
BAF98626.1	GenBank
BAF98627.1	GenBank
BAF98628.1	GenBank
BAF98629.1	GenBank
BAF98630.1	GenBank
BAF98631.1	GenBank
BAF98632.1	GenBank
BAF98633.1	GenBank
BAF98634.1	GenBank
BAF98635.1	GenBank
BAF98636.1	GenBank
BAF98637.1	GenBank
BAF98638.1	GenBank
BAF98639.1	GenBank
BAF98640.1	GenBank
BAF98641.1	GenBank
BAF98642.1	GenBank
BAF98643.1	GenBank
ABS50474.1	GenBank
ABS50475.1	GenBank
ABS50476.1	GenBank
ABS50477.1	GenBank
ABS50478.1	GenBank
ABS50479.1	GenBank
ABS50480.1	GenBank
ABS50481.1	GenBank
ABS50482.1	GenBank
ABS50483.1	GenBank
ABS50484.1	GenBank
ABS50485.1	GenBank
ABS50486.1	GenBank
ABS50487.1	GenBank
ABS50488.1	GenBank
ABS50489.1	GenBank
ABS50490.1	GenBank
ABS50491.1	GenBank
ABS50492.1	GenBank
ABS50493.1	GenBank
ABS50494.1	GenBank
ABS50495.1	GenBank
ABS50496.1	GenBank
ABS50497.1	GenBank
ABS50498.1	GenBank
ABS50499.1	GenBank
ADO85568.1	GenBank
ADO85569.1	GenBank
ADO85570.1	GenBank
ADO85571.1	GenBank
ADO85572.1	GenBank
ADO85573.1	GenBank
ADO85574.1	GenBank
ADO85575.1	GenBank
ADO85576.1	GenBank
ADO85577.1	GenBank
ADO85578.1	GenBank
ADO85579.1	GenBank
ADO85580.1	GenBank
ADO85581.1	GenBank
ADO85582.1	GenBank
ADO85583.1	GenBank
ADO85584.1	GenBank
ABB69733.1	GenBank
ABB69734.1	GenBank
ABB69735.1	GenBank
ABB69736.1	GenBank
ABB69737.1	GenBank
ABB69738.1	GenBank
ABB69739.1	GenBank
ABB69740.1	GenBank
ABB69741.1	GenBank
ABB69742.1	GenBank
ABB69743.1	GenBank
ABB69744.1	GenBank
ABB69745.1	GenBank
ABB69746.1	GenBank
ABB69747.1	GenBank
ABB69748.1	GenBank
ABB69749.1	GenBank
ABB69750.1	GenBank
ABB69751.1	GenBank
ABB69752.1	GenBank
ABB69753.1	GenBank
ABB69754.1	GenBank
ABB69755.1	GenBank
ABB69756.1	GenBank
ABB69757.1	GenBank
ABB69758.1	GenBank
ABB69759.1	GenBank
ABB69760.1	GenBank
ABB69761.1	GenBank
ABB69762.1	GenBank
ABB69763.1	GenBank
ABB69764.1	GenBank
ABB69765.1	GenBank
ABB69766.1	GenBank
ABB69767.1	GenBank
AAL01999.1	GenBank
AAL02000.1	GenBank
AAL02001.1	GenBank
AEK21531.1	GenBank
AEK21532.1	GenBank
AEK21533.1	GenBank
AEK21534.1	GenBank
SGR_1268	Not in NCBI
SGR_1269	Not in NCBI
SACE_3721	Not in NCBI
SACE_3722	Not in NCBI
CAB94607.1	GenBank
CAB94608.1	GenBank
SGR_4238	Not in NCBI
SGR_4239	Not in NCBI
SGR_4240	Not in NCBI
SGR_4241	Not in NCBI
SGR_4242	Not in NCBI
SGR_4243	Not in NCBI
SGR_4244	Not in NCBI
SGR_4245	Not in NCBI
SGR_4246	Not in NCBI
SGR_4247	Not in NCBI
SGR_4248	Not in NCBI
SGR_4249	Not in NCBI
SGR_4250	Not in NCBI
CAB39692.1	GenBank
CAB39693.1	GenBank
CAB39694.1	GenBank
CAB39695.1	GenBank
CAB39696.1	GenBank
CAB39697.1	GenBank
CAB39698.1	GenBank
CAB39699.1	GenBank
CAB39700.1	GenBank
CAB39701.1	GenBank
CAB39702.1	GenBank
CAB39703.1	GenBank
CAB39704.1	GenBank
SGR_6824	Not in NCBI
SGR_6825	Not in NCBI
SGR_6826	Not in NCBI
SGR_6827	Not in NCBI
SGR_6828	Not in NCBI
SGR_6829	Not in NCBI
SGR_6830	Not in NCBI
CCH63727.1	GenBank
CCH63728.1	GenBank
CCH63729.1	GenBank
CCH63730.1	GenBank
CCH63731.1	GenBank
CCH63732.1	GenBank
CCH63733.1	GenBank
CCH63734.1	GenBank
CCH63735.1	GenBank
CCH63736.1	GenBank
CCH63737.1	GenBank
CCH63738.1	GenBank
CCH63739.1	GenBank
CCH63740.1	GenBank
CCH63741.1	GenBank
AFK78065.1	GenBank
AFK78066.1	GenBank
AFK78067.1	GenBank
AFK78068.1	GenBank
AFK78069.1	GenBank
AFK78070.1	GenBank
AFK78071.1	GenBank
AFK78072.1	GenBank
AFK78073.1	GenBank
AFK78074.1	GenBank
AFK78075.1	GenBank
AFK78076.1	GenBank
AFK78077.1	GenBank
AFK78078.1	GenBank
AFK78079.1	GenBank
AFK78080.1	GenBank
AFK78081.1	GenBank
AFK78082.1	GenBank
AFK78083.1	GenBank
AFK78084.1	GenBank
AFK78085.1	GenBank
AFK78086.1	GenBank
PROQFM164_S02g001464	Not in NCBI
PROQFM164_S02g001465	Not in NCBI
PROQFM164_S02g001466	Not in NCBI
PROQFM164_S02g001467	Not in NCBI
AHI58816.1	GenBank
AHI58817.1	GenBank
AHI58818.1	GenBank
AHI58819.1	GenBank
AHI58820.1	GenBank
AHI58821.1	GenBank
AHI58822.1	GenBank
AHI58823.1	GenBank
AHI58824.1	GenBank
AHI58825.1	GenBank
AHI58826.1	GenBank
AHI58827.1	GenBank
AHI58828.1	GenBank
AHI58829.1	GenBank
AHI58830.1	GenBank
AHI58831.1	GenBank
AHI58832.1	GenBank
AHI58833.1	GenBank
AHI58834.1	GenBank
AHI58835.1	GenBank
AHI58836.1	GenBank
AHI58837.1	GenBank
AHI58838.1	GenBank
AHI58839.1	GenBank
AHI58840.1	GenBank
AHI58841.1	GenBank
AHI58842.1	GenBank
AHI58843.1	GenBank
AHI58844.1	GenBank
AHI58845.1	GenBank
AT5G42580	Not in NCBI
AT5G42590	Not in NCBI
AT5G42591	Not in NCBI
AT5G42600	Not in NCBI
AT5G47980	Not in NCBI
AT5G47990	Not in NCBI
AT5G48000_rename1	Not in NCBI
AT5G48000	Not in NCBI
AT5G48010_rename1	Not in NCBI
AT5G48010	Not in NCBI
BAF14085.1	GenBank
BAF14086.1	GenBank
BAF14087.1	GenBank
BAF14088.1	GenBank
BAF14089.1	GenBank
BAF14090.1	GenBank
BAF14091.1	GenBank
BAF09097.1	GenBank
BAF09098.1	GenBank
BAF09099.1	GenBank
BAF09100.1	GenBank
BAF09101.1	GenBank
BAF09102.1	GenBank
BAH91759.1	GenBank
BAF09104.1	GenBank
BAF09105.1	GenBank
BAF09106.1	GenBank
BAF09107.1	GenBank
ANIA_01591	Not in NCBI
ANIA_01592	Not in NCBI
ANIA_01593	Not in NCBI
SSCG_02149	Not in NCBI
SSCG_02150	Not in NCBI
SSCG_02151	Not in NCBI
SSCG_02152	Not in NCBI
SSCG_03686	Not in NCBI
SSCG_03687	Not in NCBI
SSCG_03688	Not in NCBI
SSCG_03689	Not in NCBI
SSCG_03690	Not in NCBI
BAD29970.1	GenBank
BAD29971.1	GenBank
BAD29972.1	GenBank
BAD29973.1	GenBank
BAD29974.1	GenBank
BAD29975.1	GenBank
BAI44337.1	GenBank
BAI44338.1	GenBank
BAI44339.1	GenBank
BAI44340.1	GenBank
SAV_2990	Not in NCBI
SAV_2991	Not in NCBI
SAV_2992	Not in NCBI
SAV_2993	Not in NCBI
SAV_2994	Not in NCBI
SAV_2995	Not in NCBI
SAV_2996	Not in NCBI
SAV_2997	Not in NCBI
SAV_2998	Not in NCBI
SAV_2999	Not in NCBI
SAV_3000	Not in NCBI
SAV_3001	Not in NCBI
SAV_3002	Not in NCBI
MCBG_00164	Not in NCBI
MCBG_00165	Not in NCBI
MCBG_00166	Not in NCBI
MCBG_00167	Not in NCBI
MCBG_00168	Not in NCBI
MCBG_00169	Not in NCBI
